populations.8,full,Id,Bamberg,species,CLONE,continent,region,status
8,BAO_206_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246518,4,tbradg,COR P.205B,South American ,peru,cultivated
8,BAO_207_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246521,4,tbradg,COR P.207,South American ,peru,cultivated
8,BAO_208_S15_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246540,4,tbradg,COR P.242,South American ,peru,cultivated
8,BAO_209_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246541,4,tbradg,COR P.243,South American ,peru,cultivated
8,BAO_210_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246544,4,tbradg,COR P.246,South American ,peru,cultivated
8,BAO_211_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246545,4,tbradg,COR P.247,South American ,peru,cultivated
8,BAO_212_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246555,4,tbradg,COR P.257,South American ,peru,cultivated
8,BAO_213_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI246979,4,tbradg,COR E.448,South American ,peru,cultivated
10,BAO_214_S4_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI255494,4,tbradg,CEEA 19,South American ,bolivia,cultivated
11,BAO_215_S10_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI255503,4,tbradg,BRU 741,South American ,argentina,cultivated
10,BAO_216_S16_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI255508,4,tbradg,BRU 806,South American ,bolivia,cultivated
10,BAO_219_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI258917,4,tbradg,CAR 350,South American ,bolivia,cultivated
10,BAO_221_S46_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI265868,4,tbradg,EBS 1816,South American ,bolivia,cultivated
10,BAO_222_S5_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280886,4,tbradg,WAC 156,South American ,bolivia,cultivated
10,BAO_223_S11_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280942,4,tbradg,WAC 1426,South American ,bolivia,cultivated
10,BAO_224_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280960,4,tbradg,WAC 1468,South American ,bolivia,cultivated
8,BAO_225_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280969,4,tbradg,WAC 1495,South American ,peru,cultivated
10,BAO_226_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280988,4,tbradg,WAC 710,South American ,bolivia,cultivated
10,BAO_227_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280990,4,tbradg,WAC 719,South American ,bolivia,cultivated
10,BAO_228_S41_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI280998,4,tbradg,WAC 741,South American ,bolivia,cultivated
10,BAO_230_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281009,4,tbradg,WAC 770,South American ,bolivia,cultivated
10,BAO_231_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281012,4,tbradg,WAC 775,South American ,bolivia,cultivated
10,BAO_233_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281023,4,tbradg,WAC 849,South American ,bolivia,cultivated
8,BAO_234_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281038,4,tbradg,WAC 5,South American ,peru,cultivated
8,BAO_235_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281041,4,tbradg,WAC 8,South American ,peru,cultivated
8,BAO_236_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281046,4,tbradg,WAC 168,South American ,peru,cultivated
8,BAO_237_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281059,4,tbradg,WAC 198,South American ,peru,cultivated
8,BAO_238_S49_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281060,4,tbradg,WAC 206,South American ,peru,cultivated
8,BAO_240_S61_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281062,4,tbradg,WAC 210,South American ,peru,cultivated
8,BAO_241_S67_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281063,4,tbradg,WAC 212,South American ,peru,cultivated
8,BAO_242_S73_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281064,4,tbradg,WAC 215,South American ,peru,cultivated
8,BAO_243_S79_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281065,4,tbradg,WAC 216,South American ,peru,cultivated
8,BAO_244_S85_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281066,4,tbradg,WAC 217,South American ,peru,cultivated
8,BAO_245_S91_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281070,4,tbradg,WAC 240,South American ,peru,cultivated
8,BAO_246_S50_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281071,4,tbradg,WAC 242,South American ,peru,cultivated
8,BAO_247_S56_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281073,4,tbradg,WAC 245,South American ,peru,cultivated
8,BAO_248_S62_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281074,4,tbradg,WAC 246,South American ,peru,cultivated
8,BAO_250_S74_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281076,4,tbradg,WAC 248,South American ,peru,cultivated
8,BAO_251_S80_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281078,4,tbradg,WAC 254,South American ,peru,cultivated
8,BAO_252_S86_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281079,4,tbradg,WAC 256,South American ,peru,cultivated
8,BAO_254_S51_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281083,4,tbradg,WAC 262,South American ,peru,cultivated
8,BAO_258_S75_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281092,4,tbradg,WAC 282,South American ,peru,cultivated
8,BAO_259_S81_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281093,4,tbradg,WAC 286,South American ,peru,cultivated
8,BAO_262_S52_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281101,4,tbradg,WAC 313,South American ,peru,cultivated
8,BAO_264_S64_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281107,4,tbradg,WAC 336,South American ,peru,cultivated
8,BAO_265_S70_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281111,4,tbradg,WAC 350,South American ,peru,cultivated
8,BAO_267_S82_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281119,4,tbradg,WAC 370,South American ,peru,cultivated
8,BAO_269_S94_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281198,4,tbradg,WAC 607,South American ,peru,cultivated
8,BAO_270_S53_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281227,4,tbradg,WAC 688,South American ,peru,cultivated
8,BAO_271_S59_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI281258,4,tbradg,WAC 915,South American ,peru,cultivated
15,BAO_272_S65_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI283123,2,phu,OCH 1475,South American ,ecuador,cultivated
15,BAO_273_S71_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI283134,2,phu,OCH 1412,South American ,colombia,cultivated
8,BAO_274_S77_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292078,4,tbradg,UGN 5257,South American ,peru,cultivated
8,BAO_275_S83_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292086,4,tbradg,UGN 5309,South American ,peru,cultivated
8,BAO_276_S89_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292089,4,tbradg,UGN 5382,South American ,peru,cultivated
8,BAO_277_S95_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292090,4,tbradg,UGN 5383,South American ,peru,cultivated
8,BAO_278_S54_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292096,4,tbradg,UGN 5488,South American ,peru,cultivated
8,BAO_279_S60_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292097,4,tbradg,UGN 5489,South American ,peru,cultivated
8,BAO_280_S66_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI292107,4,tbradg,UGN 5540,South American ,peru,cultivated
8,BAO_281_S72_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI310949,4,tbradg,UGN 3538,South American ,peru,cultivated
11,BAO_282_S90_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320326,4,tbradg,HHR 4051,South American ,argentina,cultivated
15,BAO_283_S96_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320351,2,phu,CCC 1210,South American ,colombia,cultivated
15,BAO_284_S1_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320354,2,phu,CCC 1217,South American ,colombia,cultivated
15,BAO_285_S88_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320355,2,phu,CCC 1219,South American ,colombia,cultivated
15,BAO_286_S94_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320358,2,phu,CCC 1229,South American ,colombia,cultivated
15,BAO_287_S19_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320361,2,phu,CCC 1235,South American ,colombia,cultivated
15,BAO_288_S25_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI320362,2,phu,CCC 1236,South American ,colombia,cultivated
16,BAO_289_S31_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI365344,2,stn,OCH S-46,South American ,peru,cultivated
8,BAO_290_S37_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI365345,4,tbradg,OCH S-100,South American ,peru,cultivated
8,BAO_291_S43_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI365346,4,tbradg,OCH S-103,South American ,peru,cultivated
8,BAO_292_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI365372,4,tbradg,OCH SC-96,South American ,peru,cultivated
11,BAO_295_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473246,4,tbradg,HOF 1552,South American ,argentina,cultivated
11,BAO_296_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473247,4,tbradg,OKA 3872,South American ,argentina,cultivated
11,BAO_297_S32_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473249,4,tbradg,OKA 3888,South American ,argentina,cultivated
11,BAO_298_S38_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473251,4,tbradg,OKA 3938,South American ,argentina,cultivated
11,BAO_299_S44_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473255,4,tbradg,OKA 3997,South American ,argentina,cultivated
11,BAO_300_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473259,4,tbradg,HOF 2010,South American ,argentina,cultivated
11,BAO_301_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473265,4,tbradg,OKA 4296,South American ,argentina,cultivated
11,BAO_303_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473270,4,tbradg,OKA 4890,South American ,argentina,cultivated
11,BAO_304_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473272,4,tbradg,OKA 5415,South American ,argentina,cultivated
11,BAO_305_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473281,4,tbradg,OKA 5552,South American ,argentina,cultivated
11,BAO_306_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473284,4,tbradg,OKA 5603,South American ,argentina,cultivated
11,BAO_307_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473286,4,tbradg,OKA 5655,South American ,argentina,cultivated
10,BAO_312_S28_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473393,4,tbradg,HHCH 4598,South American ,bolivia,cultivated
10,BAO_313_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473507,4,tbradg,AST 26,South American ,bolivia,cultivated
10,BAO_314_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI473508,4,tbradg,AST 42,South American ,bolivia,cultivated
15,BAO_315_S46_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI498171,2,phu,CCC 5128,South American ,colombia,cultivated
11,BAO_318_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI500058,4,tbradg,OKA 7572,South American ,argentina,cultivated
10,BAO_319_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI546016,4,tbradg,HOHL 197,South American ,bolivia,cultivated
10,BAO_320_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI546025,4,tbradg,HOHL 259,South American ,bolivia,cultivated
11,BAO_321_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI558138,4,tbradg,OKA 7559,South American ,argentina,cultivated
11,BAO_323_S47_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI558144,4,tbradg,OKA 7599,South American ,argentina,cultivated
11,BAO_324_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI558145,4,tbradg,OKA 7674,South American ,argentina,cultivated
11,BAO_325_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI566802,4,tbradg,KUL s.n.,South American ,argentina,cultivated
11,BAO_326_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI566803,4,tbradg,OKA 4312,South American ,argentina,cultivated
9,BAO_327_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI567848,4,tbradg,SCLp 5061,South American ,ecuador,cultivated
2,BAO_328_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583329,4,tbr,CIP 391003,South American ,peru,cultivated
2,BAO_329_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583331,4,tbr,CIP 391013,South American ,peru,cultivated
2,BAO_330_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583332,4,tbr,CIP 391018,South American ,peru,cultivated
2,BAO_331_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583333,4,tbr,CIP 391019,South American ,peru,cultivated
2,BAO_332_S49_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583334,4,tbr,CIP 391021,South American ,peru,cultivated
2,BAO_333_S55_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583335,4,tbr,CIP 391044,South American ,peru,cultivated
2,BAO_334_S61_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583336,4,tbr,CIP 391046,South American ,peru,cultivated
2,BAO_335_S66_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583337,4,tbr,CIP 391053,South American ,peru,cultivated
2,BAO_336_S72_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583338,4,tbr,CIP 391054,South American ,peru,cultivated
2,BAO_337_S78_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583339,4,tbr,CIP 391056,South American ,peru,cultivated
2,BAO_338_S83_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583340,4,tbr,CIP 391057,South American ,peru,cultivated
2,BAO_339_S89_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583341,4,tbr,CIP 391137,South American ,peru,cultivated
2,BAO_340_S50_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI583342,4,tbr,CIP 391060,South American ,peru,cultivated
2,BAO_341_S56_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI584493,4,tbr,CIP 391004,South American ,peru,cultivated
2,BAO_342_S62_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI584494,4,tbr,CIP 391008,South American ,peru,cultivated
2,BAO_344_S73_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI584496,4,tbr,CIP 391048,South American ,peru,cultivated
4,BAO_345_S79_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587110,4,tbr,CPS 4543,South American ,chile,wild 
12,BAO_346_S84_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587115,4,tbradg,SVRPV 6327,South American ,venezuela,cultivated
2,BAO_347_S90_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI590927,4,tbr,CIP 391007,South American ,peru,cultivated
4,BAO_349_S57_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI595449,4,tbr,CON 888,South American ,chile,cultivated
4,BAO_350_S63_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI595458,4,tbr,CON 925,South American ,chile,cultivated
15,BAO_351_S68_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI595514,2,phu,VIR 17648,South American ,NA,cultivated
8,BAO_352_S74_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI607886,4,tbradg,SS 7223,South American ,peru,cultivated
18,BAO_353_S80_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI595454,2,brc,595454_bulk _2012,South American ,chile,cultivated
6,BARBARA_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI661982,4,tbr,BARBARA,europe,germany,cultivated
20,GS_223_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,GS_223,4,tbr,DM 1-3 516 R44,North America,US,genetic material
1,GS_22_S44_R1_001_cutadapt_bowtie_sort_rg_marked.bam,GS_22,4,tbr,US-W 3573-KATAHADIN,North America,US,cultivated
1,GS_23_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,GS_23,4,tbr,US-W 4519-MERRIMACK,North America,US,cultivated
13,KBLV_56-01_S85_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-01,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-06_S91_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-06,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-25_S52_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-25,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-26_S58_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-26,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-27_S64_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-27,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-28_S69_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-28,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-29_S75_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-29,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-30_S81_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-30,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-31_S86_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-31,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-32_S92_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-32,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-33_S53_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-33,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-36_S59_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-36,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-37_S65_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-37,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-38_S70_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-38,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-39_S76_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-39,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-40_S82_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-40,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-41_S87_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-41,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-42_S93_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-42,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-43_S54_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-43,2,blv,HHCH5058,South American ,peru,wild 
13,KBLV_56-44_S60_R1_001_cutadapt_bowtie_sort_rg_marked.bam,KBLV_56-44,2,blv,HHCH5058,South American ,peru,wild 
6,PI_131750_S54_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_131750,4,tbr,OSTBOTE,europe,germany,cultivated
6,PI_182550_S19_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_182550,4,tbr,ACKERSEGEN,europe,germany,cultivated
6,PI_199102_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_199102,4,tbr,VICTOR,europe,spain,cultivated
6,PI_199285_S80_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_199285,4,tbr,FRUHPERLE,europe,germany,cultivated
6,PI_200115_S61_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_200115,4,tbr,BELLE DE FONTENAY,europe,france,cultivated
6,PI_200117_S10_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_200117,4,tbr,LIMOSA,europe,Netherlands,cultivated
20,PI_201406_S37_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_201406,4,tbr,R1R4,europe,UK,genetic material
20,PI_201407_S43_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_201407,4,tbr,R2R3,europe,UK,genetic material
6,PI_201777_S73_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_201777,4,tbr,MARIUS,europe,Norway,cultivated
20,PI_215618_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_215618,4,tbr,R1R2R3R4,europe,UK,genetic material
20,PI_215620_S14_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_215620,4,tbr,R2R3R4,europe,UK,genetic material
20,PI_215621_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_215621,4,tbr,R1R3R4,europe,UK,genetic material
20,PI_215623_S8_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_215623,4,tbr,R1R2R4 2070(69),europe,UK,genetic material
6,PI_217560_S66_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_217560,4,tbr,URGENTA,europe,Netherlands,cultivated
6,PI_223726_S55_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_223726,4,tbr,BEVELANDER,europe,Natherlands,cultivated
6,PI_223730_S67_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_223730,4,tbr,MARITTA,europe,germany,cultivated
6,PI_237741_S76_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_237741,4,tbr,ELLA,europe,germany,cultivated
6,PI_238084_S62_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_238084,4,tbr,FORTUNA,europe,germany,cultivated
5,PI_239413_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_239413,4,tbr,DORITA,South American ,mexico,cultivated
6,PI_239567_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_239567,4,tbr,SIEGLINDE,europe,Austria,cultivated
4,PI245792_S11_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI245792,4,tbr,MORADA OJUDA,South American ,chile,cultivated
4,PI245800_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI245800,4,tbr,MUCANA - COR C.60,South American ,chile,landrace
6,PI_249611_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_249611,4,tbr,AMBRA,europe,Czech republic,cultivated
6,PI_270542_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_270542,4,tbr,SUSANNA,europe,germany,cultivated
6,PI_285264_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_285264,4,tbr,ADVIRA,europe,germany,cultivated
20,PI_303146_S25_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_303146,4,tbr,R5,europe,UK,genetic material
20,PI_303149_S31_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_303149,4,tbr,R8,europe,UK,genetic material
20,PI_303150_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_303150,4,tbr,Rmulti,europe,UK,genetic material
6,PI_310467_S22_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_310467,4,tbr,DESIREE,europe,netherlands,cultivated
6,PI_319198_S77_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_319198,4,tbr,MIRKA,europe,czech republic,cultivated
5,PI_319425_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_319425,4,tbr,ATZIMBA,South American ,mexico,cultivated
5,PI_319426_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_319426,4,tbr,BERTITA,South American ,mexico,cultivated
1,PI_319433_S56_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_319433,4,tbr,GRETA,North American,canada,cultivated
20,PI_319848_S14_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_319848,4,tbr,HOKKAI #45,asia,japan,cultivated
6,PI_321620_S38_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_321620,4,tbr,COSIMA,europe,germany,cultivated
6,PI_321621_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_321621,4,tbr,FELDESLOHN,europe,germany,cultivated
6,PI_321622_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_321622,4,tbr,FINA,europe,germany,cultivated
5,PI_326021_S84_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_326021,4,tbr,JUANITA,South American ,mexico,cultivated
20,PI_344117_S88_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_344117,4,tbr,KENYA AKIBA,africa,kenya,cultivated
6,PI_349761_S84_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_349761,4,tbr,ISKRA,europe,Russia,cultivated
6,PI_349776_S90_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_349776,4,tbr,ISLA CAUCAHUA,europe,Russia,cultivated
6,PI_349782_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_349782,4,tbr,CHILOE ANCUD,europe,Russia,cultivated
6,PI_351052_S8_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_351052,4,tbr,JAAKKO,europe,finland,cultivated
20,PI_362717_S16_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362717,4,tbr,KUFRI JEEVAN,Asia,india,cultivated
6,PI_362729_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362729,4,tbr,KANDIDAT,europe,russia,cultivated
6,PI_362730_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362730,4,tbr,CARMIKAVSKIJ,europe,russia,cultivated
6,PI_362738_S89_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362738,4,tbr,OGONEK,europe,russia,cultivated
6,PI_362741_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362741,4,tbr,TASTY,europe,russia,cultivated
6,PI_362742_S52_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362742,4,tbr,TEMP,europe,russia,cultivated
6,PI_362744_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_362744,4,tbr,VARMAS,europe,russia,cultivated
6,PI_372878_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_372878,4,tbr,TALOVSKY 110,europe,russia,cultivated
6,PI_377745_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_377745,4,tbr,MARIS PIPER,europe,UK,cultivated
6,PI_379596_S11_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_379596,4,tbr,CARIVINCA,europe,russia,cultivated
6,PI_379605_S58_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_379605,4,tbr,STOLOVIJ 19,europe,russia,cultivated
